0,0798;0,0795;0,0768;0,0753;0,0628;0,0477;0,0452;0,0432;0,0395;0,0378;0,0356;0,0351;0,0342;0,0289;0,0239;0,0234;0,0225;0,0214;0,0213;0,0187;0,0175;0,0174;0,0169;0,0163;0,0163;0,0141;0,013;0,0129;0,0118;0,0115
0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333;0,03333
0,030013079;0,06436291;0,010945137;0,050457768;0,011840022;0,033179597;0,064707097;0,063674537;0,056653129;0,013905142;0,035244717;0,051765678;0,033110759;0,004749776;0,022991671;0,06436291;0,029049356;0,058374062;0,02560749;0,012872582;0,012253046;0,035313554;0,040476354;0,039099608;0,022853996;0,03903077;0,006883734;0,00619536;0,00413024;0,055895918
0,011488384;0,006637733;0,01040337;0,049144754;0,030252744;0,032358948;0,0172964;0,059867245;0,057824866;0,016147562;0,021636456;0,025976513;0,040847587;0,013211642;0,011105438;0,02182793;0,033763084;0,061335206;0,058016339;0,001340311;0,059101353;0,057569569;0,050676538;0,009509829;0,033635435;0,057122798;0,011679857;0,054442175;0,040081695;0,045698238
0,0093689;0,014183474;0,04567339;0,006961614;0,003318152;0,003318152;0,001040989;0,023682498;0,056929083;0,05647365;0,0223162;0,044697463;0,052114509;0,027000651;0,010605075;0,017761874;0,032856213;0,036759922;0,016460638;0,06187378;0,033897202;0,031424854;0,043201041;0,058295381;0,053480807;0,06402082;0,045022772;0,043916721;0,054001301;0,029342876
0,054080686;0,014664966;0,053501043;0,016983538;0,011708787;0,012984002;0,048226293;0,034314862;0,040575006;0,035532112;0,053211222;0,033387433;0,038778113;0,051820079;0,037908648;0,045386042;0,025156504;0,04063297;0,030199397;0,017215395;0,03779272;0,05668908;0,016345931;0,023765361;0,014375145;0,042024113;0,013911431;0,033793183;0,01808486;0,046951078
0,046182664;0,020346209;0,053546053;0,017827154;0,047991216;0,029905697;0,007105025;0,056646428;0,004263015;0,050251905;0,050122723;0,013951686;0,052706369;0,029647332;0,043534427;0,011238858;0,020604573;0,028097145;0,019764888;0,053223098;0,049799767;0,035783491;0,024480041;0,062459631;0,005231882;0,040434052;0,051285364;0,008396848;0,054450329;0,010722129
0,042233185;0,034352064;0,036578029;0,053904464;0,042834797;0,041872218;0,015882565;0,038142221;0,0498135;0,002827578;0,007399832;0,052400433;0,014198051;0,019612562;0,030983035;0,023523042;0,037059319;0,054445915;0,010347732;0,048971243;0,035374804;0,051798821;0,046083504;0,028396102;0,047166406;0,021357237;0,011851763;0,038202382;0,045120924;0,017266274
0,052979322;0,009910682;0,058179371;0,009971859;0,031873241;0,043619234;0,029364982;0,048207513;0,038847424;0,005016518;0,006117705;0,05053224;0,039520372;0,022207268;0,038296831;0,048758106;0,048207513;0,039275664;0,052489906;0,027162609;0,018353114;0,032607366;0,046066316;0,058668787;0,046983972;0,004098862;0,000978833;0,006729475;0,035237979;0,049736939
0,027766121;0,040495174;0,034270527;0,015666527;0,038956497;0,039236257;0,036158903;0,017904602;0,007063925;0,030004196;0,055881942;0,024478948;0,019373339;0,039236257;0,059658694;0,010141279;0,030563715;0,058469716;0,053573926;0,029864317;0,013148692;0,066442859;0,027416422;0,039516016;0,000699399;0,046230242;0,05658134;0,055112603;0,024548888;0,001538677
