0,0772;0,0993;0,0632;0,0872;0;0,0609;0;0;0,0681;0,0546;0,0649;0,0725;0;0;0;0,0593;0,0565;0;0;0;0,0637;0;0,0612;0;0;0;0;0;0;0,056
0,066666667;0,066666667;0,066666667;0,066666667;0;0,066666667;0;0;0,066666667;0,066666667;0,066666667;0,066666667;0;0;0;0,066666667;0,066666667;0;0;0,066666667;0,066666667;0;0,066666667;0;0;0;0;0;0;0,066666667
0;0;0;0;0,118411375;0,089850454;0,10860505;0,059818583;0,081269919;0;0,011399853;0;0;0;0;0,025741603;0,009070851;0;0,00257416;0;0,120250061;0;0;0,006987007;0,089727874;0;0,07722481;0,110688894;0,088379505;0
0,067398555;0;0;0,10811562;0;0;0,002918288;0;0,047248471;0,102695942;0,121456365;0;0,024735964;0;0,070872707;0,072818232;0;0;0,064341301;0;0;0;0,063090606;0;0,081573096;0,03557532;0;0;0,072957198;0,064202335
0,083489276;0,03728228;0;0;0,01453865;0,097020297;0,000863682;0;0,137325464;0,121347344;0,014106809;0;0;0,122067079;0,002591046;0,114869728;0;0,058730387;0;0;0,036850439;0;0;0;0;0;0;0,016841802;0,142075716;0
0,101816991;0;0;0,13995744;0;0;0,115894582;0;0;0;0;0;0;0,104108692;0;0;0,056310362;0;0,031265346;0,013259126;0,053854968;0,127189393;0,078408905;0,097069897;0,006220331;0,024226551;0,014732362;0;0;0,035685055
0;0,00293096;0,071320017;0,035931394;0,026487191;0;0;0,085866261;0;0,07164568;0;0,083369518;0;0;0,10801129;0;0;0,086951802;0,010746852;0,088797221;0;0,104646114;0;0;0;0;0;0,101280938;0,092053843;0,029960921
0;0;0,070533593;0,031108231;0,095268957;0,065564917;0,077014474;0;0;0,009181249;0,059408079;0,075502268;0,07669043;0;0,051414992;0;0;0;0;0;0,099049471;0;0,059732124;0,10088572;0,088248002;0;0;0;0,040397494;0
0,032369768;0;0,0255947;0;0,068804577;0,027551942;0;0;0;0;0,137759711;0;0,068955134;0,010538994;0,078741343;0,002408913;0;0,139265282;0,111261668;0;0,014754592;0,038542608;0;0;0;0;0;0;0,108551641;0,134899127
0;0;0;0,071475932;0,07823896;0,094151969;0,111391062;0;0;0,039782522;0;0,007823896;0,004641294;0;0,057021615;0;0;0;0,08327808;0,024267339;0;0;0,024267339;0,015249967;0,068823763;0;0,098793263;0,108871502;0,111921496;0
0;0,077782812;0;0,038815889;0;0;0,077027639;0;0,049690379;0;0;0,016160701;0,047575895;0;0,041081408;0,147258722;0,035946232;0;0;0;0;0,033227609;0,027639329;0,101344208;0;0,03292554;0;0;0,141972512;0,131551125
