1;0,044701025;0,21142617
2;0,062228223;0,249455854
3;0,055949805;0,236537111
4;0,060970296;0,246921638
5;0,058692233;0,242264799
6;0,064988599;0,254928616
7;0,063518564;0,252028895
8;0,055890218;0,23641112
9;0,065542445;0,256012587
10;0,07467214;0,273262036
11;0,059752601;0,244443452
12;0,056423043;0,237535351
13;0,062136536;0,249272012
14;0,055584071;0,235762744
15;0,065136086;0,255217723
16;0,067073162;0,258984868
17;0,069078547;0,262827979
18;0,063642577;0,252274804
19;0,057654188;0,240112864
20;0,069418354;0,263473631
21;0,055499004;0,235582266
22;0,062928726;0,250855987
23;0,06812965;0,261016571
24;0,069841114;0,264274695
25;0,07268312;0,269598071
26;0,067155532;0,259143844
27;0,065964803;0,25683614
28;0,058586416;0,24204631
29;0,056122005;0,236900834
30;0,067206737;0,259242621
31;0,060397654;0,245759342
32;0,068933504;0,262551908
33;0,055563846;0,235719847
34;0,074289939;0,272561808
35;0,070562701;0,265636408
36;0,073378091;0,270883908
37;0,064899813;0,254754417
38;0,069353887;0,263351261
39;0,059225154;0,243362188
40;0,057432677;0,239651156
41;0,04500298;0,212139058
42;0,059339923;0,243597872
43;0,055891287;0,236413381
44;0,056786402;0,238298975
45;0,0541344;0,232668004
46;0,067630429;0,260058511
47;0,06628827;0,257465086
48;0,05582461;0,236272322
49;0,052818392;0,229822522
50;0,063681892;0,252352713
51;0,073957869;0,27195196
52;0,057791532;0,240398695
53;0,046970626;0,216727078
54;0,054437655;0,233318784
55;0,049491851;0,222467641
56;0,0543082;0,233041197
57;0,071780649;0,26791911
58;0,065009051;0,254968725
59;0,054811238;0,234117999
60;0,053274149;0,230811933
61;0,058592669;0,242059227
62;0,064264304;0,253504051
63;0,062338922;0,249677636
64;0,063667309;0,252323817
65;0,064415882;0,253802841
66;0,074597108;0,273124711
67;0,053144662;0,23053126
68;0,06444048;0,253851295
69;0,066913746;0,258676914
70;0,055107326;0,234749497
71;0,065053657;0,255056184
72;0,060617078;0,246205357
73;0,051920715;0,227861175
74;0,053358704;0,23099503
75;0,07692366;0,277351149
76;0,056835539;0,238402053
77;0,059150876;0,243209532
78;0,058878255;0,242648418
79;0,05513323;0,234804663
80;0,081105091;0,284789555
81;0,057665065;0,240135513
82;0,059104661;0,243114502
83;0,063672219;0,252333547
84;0,050696505;0,225158844
85;0,056416826;0,237522265
86;0,059256506;0,243426593
87;0,070366869;0,265267543
88;0,059569897;0,24406945
89;0,075075392;0,273998891
90;0,070784888;0,266054296
91;0,064783637;0,2545263
92;0,064591352;0,254148288
93;0,053343808;0,230962785
94;0,05928268;0,243480347
95;0,06807744;0,260916539
96;0,069237991;0,26313113
97;0,048959311;0,221267509
98;0,063246173;0,251487918
99;0,051358958;0,226625148
100;0,047154836;0,217151643
101;0,056052315;0,236753701
102;0,071980163;0,268291191
103;0,064410674;0,253792581
104;0,061873871;0,248744589
105;0,071804396;0,267963422
106;0,063413139;0,251819656
107;0,056350029;0,23738161
108;0,059754655;0,244447653
109;0,058352296;0,241562198
110;0,064583712;0,254133256
111;0,054222754;0,232857799
112;0,077425781;0,278254885
113;0,051241727;0,226366357
114;0,060955011;0,246890686
115;0,07076833;0,266023176
116;0,055614444;0,235827148
117;0,079759759;0,282417704
118;0,063598671;0,252187769
119;0,060994202;0,246970042
120;0,063331716;0,251657935
121;0,068602687;0,261921146
122;0,069083222;0,262836874
123;0,050756115;0,225291179
